username,date,text
lidangzzz,2024-11-29 09:47:54+00:00,"我再讲一次，

现在是冬天，是空调销售淡季，空调都在降价打折，同时也是中国消费萎靡、产能过剩、经济最困难的一年，

我强烈建议，现在教育部赶紧申请特殊国债，大量采购空调，改造线路，在6个月内给全国中小学教室、宿舍全部安装上空调，

这样既刺激了消费，又消耗了产能，还能为老百姓办实事。"
lidangzzz,2024-11-29 09:43:37+00:00,网友投稿—— https://t.co/C7mjaA7xHn
lidangzzz,2024-11-29 09:40:08+00:00,@xdotli Jeff Dean还给你们投了？？？
lidangzzz,2024-11-29 04:44:46+00:00,🤣 https://t.co/xsZOpWZc6H
lidangzzz,2024-11-29 04:31:08+00:00,这是我今年最喜欢的女人，暂时超过了那艺娜 https://t.co/uFB7LI7srs
lidangzzz,2024-11-29 03:21:15+00:00,@AlayaXie @damiaoedux 学了你就知道了
lidangzzz,2024-11-29 03:20:48+00:00,"万业实际控制人变更了。

万业这个半导体大骗局，终于要落幕了，股价也跌停了。 https://t.co/lEZ5GYyjLz"
lidangzzz,2024-11-29 03:10:17+00:00,@ydmg8 加拿大只有多大和waterloo CS可以，澳洲一个都没有
lidangzzz,2024-11-29 02:54:39+00:00,"你们这种人心里想的是啥，真以为HR不知道了是吧？

高考文科500分，本科读个省内二本财经类大学的金融、经管、财会纯垃圾专业，

master去澳洲八大读个金融商科水硕，QS排名碾压清华大学，

你还真拿自己当个人了是吧，真以为自己比清华毕业生牛逼了是吧，以为现在这些HR不会看第一学历了是吧😅😅😅 https://t.co/eCcw7SSCry"
lidangzzz,2024-11-29 02:25:14+00:00,RT @jefflijun: 男怕入错行，其实女的也怕。建议大家听听—立党讲座09：垃圾专业是如何毁掉人生的？大学生找不到工作，先从自己身上找原因！ https://t.co/oXzTMuJqu4 via @YouTube
lidangzzz,2024-11-29 02:06:33+00:00,"别他妈无病呻吟了。

你拿西南财大的一份本科简历，0实习，0其他技能，现在投一投简历，看看市场上有几个基金私募投行还能理你。

早生了几年，还他妈天天得了便宜卖乖了，还说这个社会“搞笑”了，

这个行业到底怎么成为今天这个德行，你们这些投胎早几年的从业者、既得利益者们，难道心里没点逼数吗？ https://t.co/OZMcx423T3"
lidangzzz,2024-11-29 02:04:42+00:00,@F3vhK 完全正确
lidangzzz,2024-11-29 01:20:33+00:00,"RT @feltanimalworld: 前几天介绍一个好用的prompt: can you visualize this?

再来一个：can you visualize this in interactive game?

做成互动游戏。你需要自己debug一下，多试几次就…"
lidangzzz,2024-11-29 01:01:27+00:00,"最近一年，我反复跟你们强调的一句话，

“清华以下无金融”

记住了吗？

在2024年应届毕业生的就业市场，除了清华以外，所有的金融专业学历都是垃圾，

对，是中国每一所大学的所有经济、金融、管理专业，只要你不是清华毕业的，你就是垃圾，懂了吗？ https://t.co/aj2t6y3NSW"
lidangzzz,2024-11-29 00:50:31+00:00,RT @feltanimalworld: 说一下我的观察，当然也有身边人踩过的雷。首先把立党这个视频看了。还有就是文科，商科等专业，慎重考虑再要不要往这条路上投资了。出国，读研读博，再投入家里的几十上百万…
lidangzzz,2024-11-28 12:18:06+00:00,"解放军发言人：苗华严重违纪，正在接受停职调查。

原来不是董军😅 https://t.co/NiymPtneh1"
lidangzzz,2024-11-28 08:16:34+00:00,"RT @fiapp_pro: 【新功能：慧眼观市-RSI 散点图】我们上线了新的板块慧眼观市，这个板块主要用于将指标可视化，快速直观的筛选标的。

立即免费使用👇
https://t.co/28XYgcyQaS https://t.co/KTK2ysxHZ9"
lidangzzz,2024-11-28 07:50:50+00:00,"立党讲座09：垃圾专业是如何毁掉人生的？大学生找不到工作，先从自己身上找原因！

https://t.co/hXAS8EyM91"
lidangzzz,2024-11-28 05:54:55+00:00,"RT @fiapp_pro: 【新功能】独家成交量爆量检测已经推出，可以十分方便的观测爆量的具体柱子，并不是柱子越大量能就越大。
只需要在图表的指标页面启用即可。

免费使用👇
https://t.co/HkMVKBa9Ls https://t.co/XeXWxaptcv"
lidangzzz,2024-11-28 05:54:53+00:00,RT @fiapp_pro: 经常用 fiapp 的从昨天就应该注意到了，我们的猎手报告一直提醒存在回调需求，果不其然 https://t.co/rGZCjPKVsA
lidangzzz,2024-11-28 04:01:01+00:00,"@maitian99 你不懂，

赌狗的可怕性，

就是他会在人生的每时每刻，亏掉他手里拥有的所有钱。"
lidangzzz,2024-11-28 04:00:16+00:00,解答世间万物（不要用蓝牙耳机） https://t.co/RDKD6V17Zj
lidangzzz,2024-11-27 23:40:37+00:00,逆天 https://t.co/b34L3wOEQo
lidangzzz,2024-11-27 23:25:35+00:00,解答世间万物（不要用蓝牙耳机） https://t.co/EEciOsJ0Zs
lidangzzz,2024-11-27 23:25:25+00:00,解答世间万物（不要用蓝牙耳机） https://t.co/d8UXOsGn7s
lidangzzz,2024-11-27 22:17:41+00:00,@jefflijun 饭碗早没了，昨天开始不允许新增关注了，抖音冷封禁了
lidangzzz,2024-11-27 21:57:03+00:00,@4307Lee 是的，所以后来他的访谈节目播放量太低了，因为里面他不能展现自我了。
lidangzzz,2024-11-27 21:56:26+00:00,"@theresayao9 最感人的是，那一集姜思达说，“千万不要向父母出柜”，

哪怕当天现场所有选手都支持LGBT，也只有姜思达和蔡康永明白，只有周围人的支持是不够的，只有身为LGBT才明白，父母和社会的支持和容忍还是太低了，真跟爸妈和社会出柜还是一件非常危险的事情。"
lidangzzz,2024-11-27 20:50:06+00:00,"总有傻逼认为，

年薪20万以下的上海人，不配当人，不配买房，不配有户口，不配活下去。

所以当他们计算上海房价收入比的时候，默认上海所有人22岁本科毕业起薪20万，家庭年收入50万，房子里所应当在500万以上。

对于这种傻逼，我已经懒得喷了，祝他也有被回旋镖射中的一天。 https://t.co/VaOsRrOwHw"
lidangzzz,2024-11-27 19:38:33+00:00,后续：外交部辟谣 https://t.co/vXgjZHwz8c
lidangzzz,2024-11-27 11:20:44+00:00,"奇葩说应该是中国电视综艺史上对LGBT最友好的节目了，没有之一。

一眼望去，三分之一是公开骄傲承认的LGBT群体，其他人都是这些人的支持者，

这在中国电视史上都是前无古人、后无来者的环境和氛围。 https://t.co/X5RFIJSF17"
lidangzzz,2024-11-27 06:25:21+00:00,"我一直跟大家科普，

中国在汽车行业有一个领先优势，就是把lidar的成本从10万刀一套，降低到5000人民币一套，

按照这个速度，未来三年内，不要说高贵的电车三傻，哪怕是7万元的比亚迪秦，都可以彻底铺开L3级别的辅助驾驶，

这个成本优势还是太大了，直接往全球卖，全球其他竞争对手基本没法玩了。 https://t.co/ohwVzpUjJp"
lidangzzz,2024-11-27 06:06:43+00:00,@pangyusio 因为他的姥姥家祖籍在河北高阳，也就是雄安新区和白洋淀的南边一点点
lidangzzz,2024-11-27 04:26:24+00:00,"RT @jolestar: 美国联邦上诉法院对 Tornado Cash 案的裁定肯定了去中心化的价值。裁定并没有说 Tornado Cash 是合法还是非法，而是说：

1. 它是不可变的，并且这种不可变是可信的。
2. 它没有所有者，不属于财产也不属于服务，制裁对它的运作不…"
lidangzzz,2024-11-27 03:13:22+00:00,FT：董军正在接受调查 https://t.co/CZOT0lPLl3
lidangzzz,2024-11-26 20:30:23+00:00,@tomny0072003 让紫明低温搞，就可以了
lidangzzz,2024-11-26 17:55:22+00:00,"@kiligulyanov 因为亦庄-廊坊-武清-北辰这片区域：

有大量的人才房，有佛罗伦萨小镇，有便宜的天津征地，有大兴机场，有天穆烧烤，有佳园里，有百废待兴的亦庄火车站，

最重要的是，这笔钱可以让天津出，而不用北京出。"
lidangzzz,2024-11-26 12:13:22+00:00,"@X8840981220082 已经不是“利好高能所”了，

而是“高能所”这个机构，大概率直接从中科院体系拆分出来，成为一个正部级机构（“中国高能研究院”），直接纳入国务院直属管理，

王贻芳可能直接升任全国政协副主席，晋升副国级，位列党和国家领导人级别，

以后就是“中科院”和“高能院”两套班底了，高能院自己搞独立王国了。"
lidangzzz,2024-11-26 11:35:39+00:00,"@skycreameee 通勤超过1个小时，就没人去了。

从五道口坐高铁+公交总计1小时，是绝大多数人的极限通勤距离。"
lidangzzz,2024-11-26 11:29:01+00:00,@Rick5767 大胆点，正确的概率很可能是99.99%
lidangzzz,2024-11-26 10:57:15+00:00,"@YonggenL91828 周长几十到上百公里的大型对撞机，建在山上？

信风水的傻逼，最好闭嘴。"
lidangzzz,2024-11-26 10:44:37+00:00,"告诉你们一个中国崛起的好方法。

天津每年财政预算4000亿，拿出1/3，持续投入30年，建设并运营全球最大的粒子对撞机，

对撞机的位置就在北京亦庄、廊坊、天津武清北辰这片纯农村区域，向北接壤北京南五环，向南接壤天津宜兴阜

并且把京津城际扩建，向北延长到五道口（清华北大），向南延长到海教园… https://t.co/eefNyqqg3i https://t.co/L4BG87Z6Yj"
lidangzzz,2024-11-26 10:06:24+00:00,"山东淄博职业学院一个女生爆料：

自己在宿舍，突然无法呼吸，赶紧拨通120急救，

医院派来救护车三个男医护人员，想上楼抢救，结果被宿管阿姨拦在楼下，因为“男的不允许上楼”

😅😅😅😅 https://t.co/bacMAnhLG7"
lidangzzz,2024-11-26 09:54:59+00:00,"babyquant这篇回答写得非常好。

简单来说，中国目前GDP约100万亿，现在掏钱1000亿建一部全球超大型对撞机，是最好的时候。

现在中国缺诺贝尔奖，缺国际学者，缺全球影响力，缺顶级的基础科学领域的门面，同时中国目前还有巨大的基建优势、资金优势、机电产品的设计和制造优势。

中国该造对撞机了。 https://t.co/G2pmMHlEOP"
lidangzzz,2024-11-26 09:42:29+00:00,"@middlefeng 不一样，是让gpt自己看pytorch文档，自己设计，自己跑training，自己跑benchmark，自己测试，

这跟mlp逐渐在结构上进化是两回事"
lidangzzz,2024-11-26 05:53:31+00:00,@middlefeng MLP？那么古老的老古董，肯定不行啊，肯定是GPT-5级别以上的model
lidangzzz,2024-11-26 05:51:06+00:00,@middlefeng 对，实现强大的LLM model的自我design+training+设计agent，肯定有一天会实现的
lidangzzz,2024-11-26 05:46:49+00:00,"很显然，现在的LLM、Agent、Agentic工具，还不能完成bootstrapping（自举），

但是什么时候LLM和Agent能完成了自举，

人类的末日就彻底到来了，

你最好期待LLM永远是套壳，永远是套壳加套壳，永远是人力设计+文档+注释指挥的自动补全——你最好期待LLM和Agent永远无法彻底完成自举。 https://t.co/IpVnauTbF6"
lidangzzz,2024-11-26 05:29:24+00:00,@yellowbo_y 是的，不过很多时候开发者懒得定义schema，我猜
lidangzzz,2024-11-26 05:26:56+00:00,@laike9m_ 哎，我记得这个不是几个月前就发布了？
lidangzzz,2024-11-26 03:27:03+00:00,"1. 给个output example，强调按照这个sample format进行输出；

2. 让GPT再跑一遍，自己review这个output是否合理，尝试自己修复。 https://t.co/pbdMmI6MZ9"
lidangzzz,2024-11-26 01:43:02+00:00,"《原神》这次任务简直你妈妈逆天，

烟谜主的使命里面，游戏提示直接给错了，让用户拿龙扫环境，实际是用元素视野扫环境，

另一个任务里，要射气球扔炸弹，结果任务提示一句都没提，

反正这几天游戏攻略视频里，全是跑出来骂《原神》策划的，这种错误简直太低级了，简直低级到离谱。 https://t.co/8DDSGC5PEy"
lidangzzz,2024-11-26 00:49:02+00:00,@dudufridaytrue 是的，我们班录取条件就是，初中至少一个数理化二等奖，外加高考天津市top 600名左右。
lidangzzz,2024-11-25 18:51:02+00:00,@MarkLon27054907 别你妈妈的装逼了，连“必要不充分条件”都看不懂😅
lidangzzz,2024-11-25 18:00:32+00:00,"很多高中生的特点，

就是不断反复去试探我，让我夸他数学好，夸他有数学天赋，最后让我亲口鼓励他，“加油，你应该学数学专业，成为伟大的数学家”。

党哥讲了无数遍了，我高中班里，省级数学一等奖出了10+个，二等奖包括我在内也有十几个，

如果你连个省级二等奖都没拿到，就他妈别扯什么数学天赋。"
lidangzzz,2024-11-25 09:19:00+00:00,"现在小学生唱梁静茹和陈奕迅都撕心裂肺了，

感觉经历得比我还多 https://t.co/KcaWlHSxao"
lidangzzz,2024-11-25 05:39:24+00:00,"RT @feltanimalworld: 如果你有一大段文字，尤其是一些较为难懂概念，你叫他

Can you visualize this in mermaid JS? 

强制他画成流程或者结构图。 https://t.co/CKk5eVlLQM"
lidangzzz,2024-11-25 04:21:52+00:00,RT @GobeUncleWang: PostgreSQL吞噬世界可不是说说而已，PostgreSQL生态的公司几乎拿光了这两年资本市场数据库领域的钱，早就有无数真金白银用脚投票押注上去了。而反观MySQL生态…… https://t.co/jGedwjHb6I
lidangzzz,2024-11-25 04:16:33+00:00,你今天卖房了吗？（不要用蓝牙耳机） https://t.co/2vmTDT9jZu
lidangzzz,2024-11-25 03:57:40+00:00,中国房地产大讨论（不要用蓝牙耳机） https://t.co/TUIVnI1MT0
lidangzzz,2024-11-25 03:53:54+00:00,"天天追着问“选什么专业”的朋友们，

你们是瞎吗？ https://t.co/2xFW470X6u"
lidangzzz,2024-11-25 03:40:48+00:00,@yifenggui 证明你有泳池！
lidangzzz,2024-11-25 03:04:24+00:00,叶嘉莹叶先生逝世，享年100岁
lidangzzz,2024-11-24 22:38:12+00:00,"RT @fiapp_pro: 【新功能】梯度挂单计算器，方便大家现货抄底中快速计算挂单点位 
免费使用👇
https://t.co/lwBnVzSgbF https://t.co/yn8kjtfsGc"
lidangzzz,2024-11-24 10:01:36+00:00,"注意看视频1，水果货架下面满地的橘子皮，

全是礼仪之邦、孔孟之乡的山东顾客们现场吃、现场扔在地上的。"
lidangzzz,2024-11-24 09:57:19+00:00,"在礼仪之邦山东，一家超市学习胖东来运营，

结果开业第一天，一堆山东顾客当场把水果和干果全吃完了，导致商场第二天就宣布闭店，

乐死我了。 https://t.co/nBI0OfnSN6"
lidangzzz,2024-11-24 06:51:45+00:00,解答世间万物（不要用蓝牙耳机） https://t.co/UoMEpOB8HQ
